"","year","exporter","importer","product","value","quantity","description"
"518",2022,"Netherlands","Belgium","010391",33331.06,6592.714,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"519",2022,"Netherlands","Belgium","010392",11469.241,8980.726,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"520",2022,"Netherlands","Bosnia Herzegovina","010391",238.568,103.917,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"521",2022,"Netherlands","Bosnia Herzegovina","010392",17.436,11,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"522",2022,"Netherlands","Bulgaria","010310",36.102,43.432,"Swine: live, pure-bred breeding animals"
"523",2022,"Netherlands","Bulgaria","010391",469.499,181.71,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"524",2022,"Netherlands","Bulgaria","010392",87.767,54.563,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"525",2022,"Netherlands","Croatia","010310",34.798,1.154,"Swine: live, pure-bred breeding animals"
"526",2022,"Netherlands","Croatia","010391",11900.353,6291,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"527",2022,"Netherlands","Croatia","010392",697.151,466.524,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"528",2022,"Netherlands","Cyprus","010310",187.553,12.111,"Swine: live, pure-bred breeding animals"
"529",2022,"Netherlands","Cyprus","010391",69.498,36.883,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"530",2022,"Netherlands","Cyprus","010392",24.463,15.538,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"531",2022,"Netherlands","Czechia","010310",315.292,134.538,"Swine: live, pure-bred breeding animals"
"532",2022,"Netherlands","Czechia","010391",1082.777,622.87,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"533",2022,"Netherlands","Czechia","010392",281.295,132.57,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"534",2022,"Netherlands","Denmark","010310",278.399,338.371,"Swine: live, pure-bred breeding animals"
"535",2022,"Netherlands","Denmark","010391",2313.718,1288.874,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"536",2022,"Netherlands","Denmark","010392",388.926,255.096,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"537",2022,"Netherlands","Estonia","010310",94.306,113.313,"Swine: live, pure-bred breeding animals"
"538",2022,"Netherlands","Estonia","010391",106.813,53.688,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"539",2022,"Netherlands","Estonia","010392",37.193,24.247,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"540",2022,"Netherlands","Finland","010310",142.884,176.686,"Swine: live, pure-bred breeding animals"
"541",2022,"Netherlands","Finland","010391",471.735,245.768,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"542",2022,"Netherlands","Finland","010392",132.115,85.324,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"543",2022,"Netherlands","France","010310",836.616,1010.24,"Swine: live, pure-bred breeding animals"
"544",2022,"Netherlands","France","010391",3309.049,646.513,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"545",2022,"Netherlands","France","010392",828.408,533.397,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"546",2022,"Netherlands","Germany","010310",894.418,87.032,"Swine: live, pure-bred breeding animals"
"547",2022,"Netherlands","Germany","010391",150453.804,57135.619,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"548",2022,"Netherlands","Germany","010392",142272.213,82309.37,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"549",2022,"Netherlands","Greece","010310",455.667,37.341,"Swine: live, pure-bred breeding animals"
"550",2022,"Netherlands","Greece","010391",220.862,68.897,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"551",2022,"Netherlands","Greece","010392",68.192,44.477,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"552",2022,"Netherlands","Hungary","010310",1103.997,272.771,"Swine: live, pure-bred breeding animals"
"553",2022,"Netherlands","Hungary","010391",2783.059,586.879,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"554",2022,"Netherlands","Hungary","010392",123.377,70.748,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"555",2022,"Netherlands","Ireland","010310",331.428,180.255,"Swine: live, pure-bred breeding animals"
"556",2022,"Netherlands","Ireland","010391",748.097,379.248,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"557",2022,"Netherlands","Ireland","010392",281.926,180.213,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"558",2022,"Netherlands","Israel","010310",65.89,2.43,"Swine: live, pure-bred breeding animals"
"559",2022,"Netherlands","Israel","010391",93,41.101,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"560",2022,"Netherlands","Italy","010310",1490.127,360.345,"Swine: live, pure-bred breeding animals"
"561",2022,"Netherlands","Italy","010391",21619.238,9318.973,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"562",2022,"Netherlands","Italy","010392",12417.542,8276.628,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"563",2022,"Netherlands","Latvia","010310",34.982,42.466,"Swine: live, pure-bred breeding animals"
"564",2022,"Netherlands","Latvia","010391",321.673,164.868,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"565",2022,"Netherlands","Latvia","010392",216.727,141.956,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"566",2022,"Netherlands","Lithuania","010310",154.037,11.358,"Swine: live, pure-bred breeding animals"
"567",2022,"Netherlands","Lithuania","010391",170.019,85.741,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"568",2022,"Netherlands","Lithuania","010392",59.44,37.448,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"569",2022,"Netherlands","Luxembourg","010310",156.479,195.225,"Swine: live, pure-bred breeding animals"
"570",2022,"Netherlands","Luxembourg","010391",4015.075,1913.719,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"571",2022,"Netherlands","Luxembourg","010392",147.135,92.92,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"572",2022,"Netherlands","Malta","010310",4.787,5.769,"Swine: live, pure-bred breeding animals"
"573",2022,"Netherlands","Malta","010391",66.556,35.81,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"574",2022,"Netherlands","Malta","010392",14.475,9.345,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"575",2022,"Netherlands","North Macedonia","010391",63.494,19.36,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"576",2022,"Netherlands","Philippines","010310",110.57,1.89,"Swine: live, pure-bred breeding animals"
"577",2022,"Netherlands","Poland","010310",1234.479,610.96,"Swine: live, pure-bred breeding animals"
"578",2022,"Netherlands","Poland","010391",6758.473,2386.453,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"579",2022,"Netherlands","Poland","010392",13169.115,5809.241,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"580",2022,"Netherlands","Portugal","010310",86.889,105.648,"Swine: live, pure-bred breeding animals"
"581",2022,"Netherlands","Portugal","010391",521.954,191.452,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"582",2022,"Netherlands","Portugal","010392",200.01,137.761,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"583",2022,"Netherlands","Romania","010310",2117.398,626.488,"Swine: live, pure-bred breeding animals"
"584",2022,"Netherlands","Romania","010391",18859.261,8296.823,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"585",2022,"Netherlands","Romania","010392",552.134,415.337,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"586",2022,"Netherlands","Serbia","010310",80.627,2.85,"Swine: live, pure-bred breeding animals"
"587",2022,"Netherlands","Serbia","010391",325.55,163.335,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"588",2022,"Netherlands","Singapore","010310",12.441,1.19,"Swine: live, pure-bred breeding animals"
"589",2022,"Netherlands","Slovakia","010310",117.801,146.828,"Swine: live, pure-bred breeding animals"
"590",2022,"Netherlands","Slovakia","010391",1217.359,452.932,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"591",2022,"Netherlands","Slovakia","010392",947.093,446.075,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"592",2022,"Netherlands","Slovenia","010310",15.913,19.3,"Swine: live, pure-bred breeding animals"
"593",2022,"Netherlands","Slovenia","010391",3666.796,1538.692,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"594",2022,"Netherlands","Slovenia","010392",97.047,61.298,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"595",2022,"Netherlands","Spain","010310",3177.394,1253.558,"Swine: live, pure-bred breeding animals"
"596",2022,"Netherlands","Spain","010391",101342.054,34745.428,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"597",2022,"Netherlands","Spain","010392",15946.207,9442.672,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"598",2022,"Netherlands","Suriname","010310",10.394,0.788,"Swine: live, pure-bred breeding animals"
"599",2022,"Netherlands","Sweden","010310",180.663,219.859,"Swine: live, pure-bred breeding animals"
"600",2022,"Netherlands","Sweden","010391",918.688,473.856,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"601",2022,"Netherlands","Sweden","010392",358.621,236.428,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"602",2022,"Netherlands","United Kingdom","010310",72.968,5.7,"Swine: live, pure-bred breeding animals"
"603",2022,"Netherlands","United Kingdom","010391",53.834,26.888,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"604",2022,"Netherlands","United Kingdom","010392",26.316,16.735,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"605",2022,"Netherlands","USA","010310",155.235,32.595,"Swine: live, pure-bred breeding animals"
"606",2022,"Nigeria","Benin","010391",0.037,0.1,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"607",2022,"Norway","Brazil","010310",464.75,14.2,"Swine: live, pure-bred breeding animals"
"608",2022,"Norway","Cyprus","010310",41.414,4.05,"Swine: live, pure-bred breeding animals"
"609",2022,"Norway","Denmark","010391",0.01,0.001,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"610",2022,"Norway","Estonia","010310",54.145,2.4,"Swine: live, pure-bred breeding animals"
"611",2022,"Norway","Finland","010310",69.853,9.9,"Swine: live, pure-bred breeding animals"
"612",2022,"Norway","France","010310",22.241,1.8,"Swine: live, pure-bred breeding animals"
"613",2022,"Norway","Germany","010310",106.464,2.433,"Swine: live, pure-bred breeding animals"
"614",2022,"Norway","Italy","010310",23.286,2.25,"Swine: live, pure-bred breeding animals"
"615",2022,"Norway","Netherlands","010310",1062.252,107.148,"Swine: live, pure-bred breeding animals"
"616",2022,"Norway","Russian Federation","010310",41.939,1.32,"Swine: live, pure-bred breeding animals"
"617",2022,"Norway","Serbia","010310",32.247,0.75,"Swine: live, pure-bred breeding animals"
"618",2022,"Norway","Sweden","010310",162.773,24.9,"Swine: live, pure-bred breeding animals"
"619",2022,"Norway","United Kingdom","010310",89.928,5.25,"Swine: live, pure-bred breeding animals"
"620",2022,"Other Asia, nes","China, Hong Kong SAR","010310",210.869,17.659,"Swine: live, pure-bred breeding animals"
"621",2022,"Other Asia, nes","Viet Nam","010310",715.02,NA,"Swine: live, pure-bred breeding animals"
"622",2022,"Poland","Croatia","010392",39.688,21.8,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"623",2022,"Poland","Cyprus","010310",2.039,135.93,"Swine: live, pure-bred breeding animals"
"624",2022,"Poland","Czechia","010392",21.587,31.904,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"625",2022,"Poland","Greece","010310",19.733,3.232,"Swine: live, pure-bred breeding animals"
"626",2022,"Poland","Italy","010391",43.292,34.111,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"627",2022,"Poland","Netherlands","010310",0.167,0.096,"Swine: live, pure-bred breeding animals"
"628",2022,"Poland","Netherlands","010391",1874.666,1085.56,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"629",2022,"Poland","Netherlands","010392",461.644,96.186,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"630",2022,"Poland","Romania","010391",11.478,6.887,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"631",2022,"Poland","Romania","010392",1355.95,817.053,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"632",2022,"Poland","Russian Federation","010310",2114.009,202.076,"Swine: live, pure-bred breeding animals"
"633",2022,"Poland","Slovakia","010310",38.841,22.49,"Swine: live, pure-bred breeding animals"
"634",2022,"Poland","Slovakia","010391",411.241,4.817,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"635",2022,"Poland","Slovakia","010392",4846.767,2970.465,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"636",2022,"Poland","Ukraine","010310",17.194,0.83,"Swine: live, pure-bred breeding animals"
"637",2022,"Portugal","Estonia","010392",207.722,142.418,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"638",2022,"Portugal","France","010391",30.427,2.76,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"639",2022,"Portugal","Germany","010391",161.687,47.92,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"640",2022,"Portugal","Germany","010392",2411.822,1900.609,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"641",2022,"Portugal","Luxembourg","010391",70.352,6.38,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"642",2022,"Portugal","Netherlands","010310",83.278,127.891,"Swine: live, pure-bred breeding animals"
"643",2022,"Portugal","Netherlands","010391",17.87,9.356,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"644",2022,"Portugal","Netherlands","010392",312.049,160.746,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"645",2022,"Portugal","Spain","010310",401.395,197.726,"Swine: live, pure-bred breeding animals"
"646",2022,"Portugal","Spain","010391",10791.792,3642.607,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"647",2022,"Portugal","Spain","010392",50475.074,27342.213,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"648",2022,"Romania","France","010392",82.217,42.817,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"649",2022,"Romania","Hungary","010392",66.237,25.266,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"650",2022,"Romania","Netherlands","010310",0.242,0.188,"Swine: live, pure-bred breeding animals"
"651",2022,"Romania","Netherlands","010391",1044.737,536.344,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"652",2022,"Romania","Netherlands","010392",30.169,14.848,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"653",2022,"Russian Federation","Armenia","010310",179.637,62.861,"Swine: live, pure-bred breeding animals"
"654",2022,"Russian Federation","Armenia","010392",505.076,189.008,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"655",2022,"Russian Federation","Kazakhstan","010310",19.409,0.614,"Swine: live, pure-bred breeding animals"
"656",2022,"Russian Federation","Kyrgyzstan","010392",128.516,70.032,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"657",2022,"Slovakia","Croatia","010391",221.929,71.16,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"658",2022,"Slovakia","Croatia","010392",125.265,112.84,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"659",2022,"Slovakia","Czechia","010391",617.561,298.549,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"660",2022,"Slovakia","Czechia","010392",1108.889,690.023,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"661",2022,"Slovakia","Germany","010391",361.038,153.711,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"662",2022,"Slovakia","Greece","010391",92.418,61.522,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"663",2022,"Slovakia","Greece","010392",379.15,243.74,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"664",2022,"Slovakia","Hungary","010310",1544.209,308.149,"Swine: live, pure-bred breeding animals"
"665",2022,"Slovakia","Hungary","010391",10210.845,4164.381,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"666",2022,"Slovakia","Hungary","010392",34893.531,25475.603,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"667",2022,"Slovakia","Italy","010310",41.227,19.575,"Swine: live, pure-bred breeding animals"
"668",2022,"Slovakia","Netherlands","010310",0.025,0.017,"Swine: live, pure-bred breeding animals"
"669",2022,"Slovakia","Netherlands","010391",2744.381,1380.87,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"670",2022,"Slovakia","Netherlands","010392",41.735,38.028,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"671",2022,"Slovakia","Poland","010391",90.256,50.964,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"672",2022,"Slovakia","Poland","010392",1595.63,753.034,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"673",2022,"Slovakia","Romania","010391",818.561,377.43,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"674",2022,"Slovakia","Romania","010392",734.055,456.691,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"675",2022,"Slovenia","Austria","010392",3913.457,1969.183,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"676",2022,"Slovenia","Germany","010392",91.698,60.519,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"677",2022,"Slovenia","Netherlands","010310",0.039,0.029,"Swine: live, pure-bred breeding animals"
"678",2022,"Slovenia","Netherlands","010391",119.229,45.611,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"679",2022,"Slovenia","Netherlands","010392",39.503,18.301,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"680",2022,"South Africa","Angola","010310",7.387,0.706,"Swine: live, pure-bred breeding animals"
"681",2022,"South Africa","Botswana","010391",21.295,4,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"682",2022,"South Africa","Botswana","010392",3.164,1.183,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"683",2022,"South Africa","Dem. Rep. of the Congo","010310",15.986,1.766,"Swine: live, pure-bred breeding animals"
"684",2022,"South Africa","Eswatini","010310",27.36,0.758,"Swine: live, pure-bred breeding animals"
"685",2022,"South Africa","Eswatini","010392",19.439,NA,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"686",2022,"South Africa","Kenya","010392",2.615,0.752,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"687",2022,"South Africa","Lesotho","010310",13.109,4.768,"Swine: live, pure-bred breeding animals"
"688",2022,"South Africa","Nigeria","010310",27.43,5.64,"Swine: live, pure-bred breeding animals"
"689",2022,"South Africa","Nigeria","010391",12.434,5.384,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"690",2022,"South Africa","Uganda","010310",191.86,20.329,"Swine: live, pure-bred breeding animals"
"691",2022,"South Africa","Uganda","010391",61.411,26.59,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"692",2022,"South Africa","Zambia","010310",33.229,1.148,"Swine: live, pure-bred breeding animals"
"693",2022,"South Africa","Zambia","010392",39.648,1.5,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"694",2022,"South Africa","Zimbabwe","010310",539.752,29.844,"Swine: live, pure-bred breeding animals"
"695",2022,"Spain","Andorra","010310",2.308,1.33,"Swine: live, pure-bred breeding animals"
"696",2022,"Spain","Andorra","010391",1.367,NA,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"697",2022,"Spain","Belgium","010310",28.278,8.1,"Swine: live, pure-bred breeding animals"
"698",2022,"Spain","Belgium","010391",650.063,83.633,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"699",2022,"Spain","Belgium","010392",314.672,63.705,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"700",2022,"Spain","France","010310",57.67,7.57,"Swine: live, pure-bred breeding animals"
"701",2022,"Spain","France","010391",140.451,69.76,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"702",2022,"Spain","France","010392",249.117,80.096,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"703",2022,"Spain","Germany","010310",118.231,12.454,"Swine: live, pure-bred breeding animals"
"704",2022,"Spain","Germany","010392",17442.182,17174.61,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"705",2022,"Spain","Hungary","010310",4.931,0.6,"Swine: live, pure-bred breeding animals"
"706",2022,"Spain","Ireland","010310",218.114,21,"Swine: live, pure-bred breeding animals"
"707",2022,"Spain","Italy","010310",134.702,46.071,"Swine: live, pure-bred breeding animals"
"708",2022,"Spain","Italy","010391",2495.478,812.462,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"709",2022,"Spain","Italy","010392",1367.833,881.226,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"710",2022,"Spain","Luxembourg","010392",14.15,13.578,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"711",2022,"Spain","Netherlands","010310",77.958,9.773,"Swine: live, pure-bred breeding animals"
"712",2022,"Spain","Netherlands","010391",1992.908,958.79,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"713",2022,"Spain","Netherlands","010392",110.828,60.499,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"714",2022,"Spain","Poland","010310",515.565,202.51,"Swine: live, pure-bred breeding animals"
"715",2022,"Spain","Portugal","010310",947.28,69.766,"Swine: live, pure-bred breeding animals"
"716",2022,"Spain","Portugal","010391",4763.965,1711.897,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"717",2022,"Spain","Portugal","010392",150957.494,88932.546,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"718",2022,"Spain","Rep. of Moldova","010310",15.796,0.39,"Swine: live, pure-bred breeding animals"
"719",2022,"Spain","Romania","010310",0.921,0.267,"Swine: live, pure-bred breeding animals"
"720",2022,"Spain","United Kingdom","010310",41.082,3,"Swine: live, pure-bred breeding animals"
"721",2022,"Spain","Venezuela","010310",568.764,12.941,"Swine: live, pure-bred breeding animals"
"722",2022,"Sweden","Denmark","010310",0.494,0.052,"Swine: live, pure-bred breeding animals"
"723",2022,"Sweden","Netherlands","010310",0.188,0.142,"Swine: live, pure-bred breeding animals"
"724",2022,"Sweden","Netherlands","010391",111.739,58.833,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"725",2022,"Sweden","Netherlands","010392",86.996,43.138,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"726",2022,"Sweden","United Kingdom","010310",69.556,9.933,"Swine: live, pure-bred breeding animals"
"727",2022,"Switzerland","Belgium","010310",9.408,1.125,"Swine: live, pure-bred breeding animals"
"728",2022,"Switzerland","Germany","010310",46.089,7.446,"Swine: live, pure-bred breeding animals"
"729",2022,"Switzerland","Germany","010391",255.632,251.016,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"730",2022,"Switzerland","Germany","010392",48.045,7.855,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"731",2022,"Thailand","Cambodia","010310",345.984,76.508,"Swine: live, pure-bred breeding animals"
"732",2022,"Thailand","Cambodia","010391",0.737,0.73,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"733",2022,"Thailand","Lao People's Dem. Rep.","010310",523.979,117.198,"Swine: live, pure-bred breeding animals"
"734",2022,"Thailand","Lao People's Dem. Rep.","010392",459.61,100.308,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"735",2022,"Thailand","Myanmar","010310",1864.742,199.259,"Swine: live, pure-bred breeding animals"
"736",2022,"Thailand","Myanmar","010391",27.804,12.288,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"737",2022,"Thailand","Myanmar","010392",227.246,57.189,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"738",2022,"Uganda","Central African Rep.","010310",0.781,0.49,"Swine: live, pure-bred breeding animals"
"739",2022,"Uganda","Dem. Rep. of the Congo","010310",82.359,56.6,"Swine: live, pure-bred breeding animals"
"740",2022,"Uganda","Dem. Rep. of the Congo","010391",313.855,253.785,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"741",2022,"Uganda","South Sudan","010391",0.792,0.3,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"742",2022,"United Kingdom","Croatia","010310",129.231,13.72,"Swine: live, pure-bred breeding animals"
"743",2022,"United Kingdom","Ireland","010310",539.32,705.019,"Swine: live, pure-bred breeding animals"
"744",2022,"United Kingdom","Ireland","010392",713.041,1322.722,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"745",2022,"United Kingdom","Italy","010391",5.849,0.025,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"746",2022,"United Kingdom","Japan","010310",34.536,4.334,"Swine: live, pure-bred breeding animals"
"747",2022,"United Kingdom","Japan","010392",13.08,8.219,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"748",2022,"United Kingdom","Netherlands","010310",0.122,0.049,"Swine: live, pure-bred breeding animals"
"749",2022,"United Kingdom","Netherlands","010391",40.82,21.587,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"750",2022,"United Kingdom","Netherlands","010392",14.242,8.147,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"751",2022,"United Kingdom","Poland","010310",64.835,6.33,"Swine: live, pure-bred breeding animals"
"752",2022,"United Kingdom","Romania","010310",15.556,1.053,"Swine: live, pure-bred breeding animals"
"753",2022,"United Kingdom","USA","010310",2.765,0.895,"Swine: live, pure-bred breeding animals"
"754",2022,"USA","Argentina","010391",4.995,2.277,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"755",2022,"USA","Argentina","010392",16,12.585,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"756",2022,"USA","Australia","010391",80.811,36.831,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"757",2022,"USA","Belgium","010391",112.761,51.392,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"758",2022,"USA","Belgium","010392",38.017,8.82,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"759",2022,"USA","Brazil","010310",1947.379,60.111,"Swine: live, pure-bred breeding animals"
"760",2022,"USA","Brazil","010391",112.702,51.366,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"761",2022,"USA","Brazil","010392",10.679,3.227,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"762",2022,"USA","Canada","010310",1464.879,186.85,"Swine: live, pure-bred breeding animals"
"763",2022,"USA","Canada","010391",1056.272,469.214,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"764",2022,"USA","Canada","010392",30.057,18.44,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"765",2022,"USA","Chile","010310",1649.27,19.358,"Swine: live, pure-bred breeding animals"
"766",2022,"USA","China","010310",4326.91,161.065,"Swine: live, pure-bred breeding animals"
"767",2022,"USA","China","010391",21.764,9.919,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"768",2022,"USA","China","010392",86.413,5.114,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"769",2022,"USA","China, Hong Kong SAR","010310",153.833,7.539,"Swine: live, pure-bred breeding animals"
"770",2022,"USA","China, Hong Kong SAR","010391",70,31.904,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"771",2022,"USA","Colombia","010391",51.471,23.459,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
