"","year","exporter","importer","product","value","quantity","description"
"203",2022,"Denmark","Hungary","010391",7288.285,2149.634,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"204",2022,"Denmark","Hungary","010392",1123.652,179.626,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"205",2022,"Denmark","India","010391",359.664,1.433,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"206",2022,"Denmark","Ireland","010310",3012.878,783.418,"Swine: live, pure-bred breeding animals"
"207",2022,"Denmark","Ireland","010391",8.99,0.132,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"208",2022,"Denmark","Ireland","010392",0.393,0.054,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"209",2022,"Denmark","Israel","010391",157.732,31.716,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"210",2022,"Denmark","Italy","010310",1775.067,550.684,"Swine: live, pure-bred breeding animals"
"211",2022,"Denmark","Italy","010391",50296.631,20821.184,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"212",2022,"Denmark","Italy","010392",2128.285,1340.314,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"213",2022,"Denmark","Japan","010310",281.722,21.776,"Swine: live, pure-bred breeding animals"
"214",2022,"Denmark","Japan","010391",317.042,157.325,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"215",2022,"Denmark","Japan","010392",78.397,49.261,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"216",2022,"Denmark","Latvia","010310",30.368,0.916,"Swine: live, pure-bred breeding animals"
"217",2022,"Denmark","Latvia","010391",586.015,4.273,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"218",2022,"Denmark","Latvia","010392",75.969,19.163,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"219",2022,"Denmark","Lithuania","010310",101.246,3.516,"Swine: live, pure-bred breeding animals"
"220",2022,"Denmark","Lithuania","010391",397.806,3.841,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"221",2022,"Denmark","Lithuania","010392",29.34,4.255,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
"222",2022,"Denmark","Luxembourg","010391",36.903,0.237,"Swine: live, other than pure-bred breeding animals, weighing less than 50kg"
"223",2022,"Denmark","Malta","010310",1.054,0.035,"Swine: live, pure-bred breeding animals"
