"exporter","importer","no_exported_animals","exporter_herd_size","rate_exp_to_imp","rel_p_exp_to_imp"
"Poland","Spain",0.149010654490107,9078250,1.64140285286378e-08,0.000984473929039734
"Poland","Ukraine",0.0165479452054795,9078250,1.82281223864505e-09,0.000109327891282125
"Portugal","Austria",0.951598173515982,2192680,4.33988622834149e-07,0.000855556572212451
"Portugal","Belgium",0.00365296803652968,2192680,1.66598319706007e-09,3.28428626569079e-06
"Portugal","Estonia",1.08385083713851,2192680,4.94304156164378e-07,0.000974461419556565
"Portugal","France",0.104718417047184,2192680,4.77581849823888e-08,9.41495396164693e-05
"Portugal","Germany",54.2981202435312,2192680,2.47633581934123e-05,0.0488179936931698
"Portugal","Luxembourg",0.260882800608828,2192680,1.18978966656707e-07,0.000234552777474751
"Portugal","Netherlands",2.80717503805175,2192680,1.28024838920944e-06,0.00252385630825885
"Portugal","Other",0.0100712328767123,2192680,4.59311567429462e-09,9.05477723450951e-06
"Portugal","Poland",4.15525114155251,2192680,1.89505588665583e-06,0.00373587562722327
"Portugal","Romania",0.986301369863014,2192680,4.4981546320622e-07,0.000886757291736513
"Portugal","Spain",1047.59463105023,2192680,0.000477769045665682,0.941864430338199
"Portugal","United Kingdom",3.0441400304414e-05,2192680,1.38831933088339e-11,2.73690522140899e-08
"Romania","France",0.346514459665145,3257500,1.0637435446359e-07,0.0197098757541932
"Romania","Hungary",0.66955098934551,3257500,2.05541362807524e-07,0.0380843178199544
"Romania","Netherlands",16.5610651445967,3257500,5.08398009043642e-06,0.941999755717362
"Romania","Other",0.00362252663622527,3257500,1.11205729431321e-09,0.000206050708490643
"Serbia","Hungary",0.673363774733638,2349180,2.86637794776747e-07,1
"Slovakia","Albania",13.0385235920852,412310,3.16231078365435e-05,0.0100702257244474
"Slovakia","Austria",1.02782343987823,412310,2.49284140544308e-06,0.00079383328728529
"Slovakia","Croatia",7.90971080669711,412310,1.9183892718336e-05,0.00610901784055461
"Slovakia","Czechia",123.841712328767,412310,0.000300360680868199,0.0956484059291653
"Slovakia","Denmark",1.14010350076104,412310,2.76516092445256e-06,0.000880552120860194
"Slovakia","Germany",10.7087659056317,412310,2.59726077602572e-05,0.00827085130753908
"Slovakia","Greece",6.9730898021309,412310,1.69122500112316e-05,0.00538562420878131
"Slovakia","Hungary",965.820252054795,412310,0.00234246138113263,0.745945495956188
"Slovakia","Italy",2.51896499238965,412310,6.10939582447588e-06,0.00194550754816619
"Slovakia","Netherlands",94.8726340943683,412310,0.000230100250040912,0.0732743115933113
"Slovakia","Poland",31.6657229832572,412310,7.6800763947654e-05,0.024456831781383
"Slovakia","Romania",35.2425111111111,412310,8.54757612260462e-05,0.0272193427023187
"Slovenia","Austria",55.2276602739726,232350,0.000237691673225619,0.926782862724134
"Slovenia","Croatia",0.504946727549467,232350,2.17321595674399e-06,0.0084735795679185
"Slovenia","Germany",0.655266362252664,232350,2.82016940930778e-06,0.0109961137597124
"Slovenia","Italy",1.45805175038052,232350,6.27523886542078e-06,0.0244677643143688
"Slovenia","Netherlands",1.74479726027397,232350,7.5093490866106e-06,0.0292796796338666
