"exporter","importer","no_exported_animals","exporter_herd_size","rate_exp_to_imp","rel_p_exp_to_imp"
"Spain","Andorra",0.0229025875190259,34565280,6.62589382149541e-10,8.24501332629553e-06
"Spain","Belgium",3.40104261796043,34565280,9.83947654397831e-08,0.00122438749268342
"Spain","France",3.11048340943683,34565280,8.99886651992067e-08,0.00111978513959276
"Spain","Germany",362.740517199391,34565280,1.04943607342221e-05,0.130587882081523
"Spain","Greece",1.54286149162861,34565280,4.46361635614876e-08,0.000555435648855767
"Spain","Hungary",0.00365296803652968,34565280,1.05683160574128e-10,1.31508154337139e-06
"Spain","Ireland",0.110991780821918,34565280,3.21107715088429e-09,3.99574376137963e-05
"Spain","Italy",126.04482587519,34565280,3.64657326297343e-06,0.0453765876099464
"Spain","Luxembourg",0.103333333333333,34565280,2.98951240474063e-09,3.72003691581181e-05
"Spain","Netherlands",41.8413512937595,34565280,1.21050231023037e-06,0.0150630359438938
"Spain","Other",0.0627190258751903,34565280,1.81450941161739e-09,2.25790733786578e-05
"Spain","Poland",0.739762557077626,34565280,2.14018968478666e-08,0.00026631716334814
"Spain","Portugal",2237.91092998478,34565280,6.47444756699433e-05,0.805655929726657
"Spain","Romania",0.000975342465753425,34565280,2.82174038732921e-11,3.51126772080161e-07
"Spain","Serbia",0.102904109589041,34565280,2.97709463337317e-09,3.7045847076772e-05
"Spain","United Kingdom",0.010958904109589,34565280,3.17049481722383e-10,3.94524463011416e-06
"Sweden","Belgium",0.00424109589041096,1360460,3.11739844641589e-09,0.00118083918067119
"Sweden","Czechia",0.00365296803652968,1360460,2.68509771439784e-09,0.00101708801091403
"Sweden","Denmark",0.00045662100456621,1360460,3.3563721429973e-10,0.000127136001364254
"Sweden","France",0.0219178082191781,1360460,1.6110586286387e-08,0.00610252806548419
"Sweden","Germany",0.0438356164383562,1360460,3.2221172572774e-08,0.0122050561309684
"Sweden","Hungary",0.0328767123287671,1360460,2.41658794295805e-08,0.00915379209822629
"Sweden","Ireland",0.010958904109589,1360460,8.05529314319351e-09,0.0030512640327421
"Sweden","Lithuania",0.0365296803652968,1360460,2.68509771439784e-08,0.0101708801091403
"Sweden","Netherlands",3.31092267884323,1360460,2.43367881366834e-06,0.921853059769431
"Sweden","Poland",0.00365296803652968,1360460,2.68509771439784e-09,0.00101708801091403
"Sweden","Portugal",0.00365296803652968,1360460,2.68509771439784e-09,0.00101708801091403
"Sweden","Romania",0.00365296803652968,1360460,2.68509771439784e-09,0.00101708801091403
"Sweden","Spain",0.0328767123287671,1360460,2.41658794295805e-08,0.00915379209822629
"Sweden","United Kingdom",0.0823671232876712,1360460,6.05435832642424e-08,0.0229333004700896
"Switzerland","Austria",0.0531050228310502,1296910,4.09473462545976e-08,0.00472065353436507
"Switzerland","Belgium",0.00410958904109589,1296910,3.16875422434548e-09,0.000365312827250951
"Switzerland","Germany",8.18772572298326,1296910,6.31325668163809e-06,0.727829766603799
"Switzerland","Other",3.00456621004566,1296910,2.31671142179925e-06,0.267084267034584
